,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
1981-01-05,-0.28173714700592867,-0.6236945764832399,-1.2666200116123847,1.5671518077419722,-1.4964796669829918,-0.1591822180891285,1.0880551763766724,-0.7233858063945671,1.6089966691315127,2.348296638017062,0.20270804826126881,0.5227135679741508,-0.6290401360390316,-0.08287852680555582,-0.47508699463303844,0.2900084960918946,-1.648727805641581,-0.32524318333992625,0.7323007768951749,0.8936482413430075,-0.09257175430573708,-1.7307209077054733,-1.0473463837978787,0.6378480412689196,0.031578361246620966,0.7263603883561233,-0.34656853221758255,0.27526282351588754,1.1182806540662489,1.6759061556270132,0.7028305827073131,0.8919133929970033,-1.0009608285199803,-1.2733466887548675,-0.7916643658432927,0.379658314569578,0.44168190255018325
1981-01-08,-0.23454164916126552,-1.1203341537584899,-1.6022578139500507,1.3191634995682229,-1.6662582057773563,-0.4639096345027189,1.5488402019667817,-1.098837670179002,1.3958191701353204,2.40790526343647,-0.25948162268485964,-0.31830442005635834,-0.2679673105848343,-0.5407700606539247,0.3940242914886928,0.8080881486587201,-0.5461618875836236,-0.8952206664336138,1.6163127476018284,0.9363803701614195,-1.1490277933797675,-2.046035224113898,-0.7257276956845157,0.0523778389095603,0.7474149151103032,1.104001055311899,-2.13018849857461,-0.05004585206748485,1.5169333876262059,1.1362428933869464,1.0728738672791647,1.4930479799389453,-0.8650456683236951,-0.01627585680570396,-0.10170005438543049,0.33704677644518344,0.6447201353822637
1981-01-12,0.3127639479367963,-1.2838482013265855,-1.1827410215629899,1.6157883217430518,-1.877393137691345,-0.9314416233010678,1.9216709159601637,-1.7229773344465236,0.20376230711130477,2.620177058210322,-0.5568918496294728,-0.48002033625306145,0.1779332785733551,-0.7708183012890726,1.619923997452902,0.4206281578948686,0.0433662023523449,-0.05004982669230114,1.9324484802266373,1.3871092000155536,-1.133529098290079,-1.4041077549558603,0.2851804902341272,0.2861103010064421,0.7735211561226726,1.0233115429538233,-2.6482142318414277,-0.08376967972859918,3.1904435000380746,0.5026786339558462,0.4883420305289148,0.5930090103309491,-1.3888113849490662,-0.5514753172643028,0.1798180448956708,0.21429832144134897,0.7796891319595153
1981-01-15,0.46327424397755956,-1.1437684467958402,-0.5887953051514606,0.990922914182408,-2.4277319026508124,-0.4116392302497314,1.4022496207821145,-1.7608279893013896,-0.13487714266688652,2.1244650739663005,-0.11665435015671854,0.26306685582439965,0.018219387614226857,-0.3666051688414064,1.3743044336945236,0.6837608574406672,-1.3653412810430163,0.10944798832115427,0.9171067945810187,1.552990631326387,-0.2929477108816966,-0.7545645193477655,0.09147902352671183,1.4042228702851156,1.1807082473444228,1.4332608898723063,-1.3984875224720263,-0.16147167198035914,3.4059740879125915,0.6490481257156252,0.5126054802828598,-0.0037351162287523093,-1.129188949926854,-1.0901053172430348,-1.1726531318260407,-0.1541923675238297,0.4639588031120165
1981-01-19,0.1687555518415282,-1.3903627737535957,-0.945353195001568,0.11869742261591004,-2.738891421821903,0.23332514849721767,0.5316786309511367,-1.4391624672703798,0.2645181141467791,1.2092577956597912,-0.2959053937706717,1.4541523445025168,0.005272415979868783,0.7093330297426448,0.40773744779774124,1.0574015913830892,-2.275038242743393,-0.6909252829028727,0.3858610549221162,1.655355051264272,-0.5218636472913781,-1.7324420716288271,-0.8746909879040144,1.76476211148975,1.0139732332497788,1.2469416244757885,0.022911582125936265,-0.021062259533334727,2.1484993954537392,-0.3739691431476647,0.39549407951885535,0.1331767921537137,0.06535405260568984,-0.883833409651295,-1.2738597288051459,0.3801155612826127,0.06081167115386762
1981-01-22,0.2402404675991438,-1.5110654769534584,-1.4370299623930718,0.08226066784071884,-1.6949506771173393,-0.2737773336756114,0.028223396296425035,-0.9119132409392362,0.5771005559515273,1.0926014194867433,-0.5930496542195641,1.688016002567632,-0.04164411288356289,1.8708029867615243,0.007279909811802369,0.7723201340045499,-1.6853808351265034,-0.5228313594988444,0.38777447365250467,1.2017248788557788,-1.1956643288144881,-1.8633872668311442,-1.2375247347987013,1.6098952629726073,0.3032236381426712,0.7147183799675219,-0.39795244615073444,0.2603858739175008,1.3769550011878084,-0.7741324922585218,0.3640777047838108,-0.5816338116044313,-0.8956376086835097,-0.43359284377832136,-0.33246310227455117,1.373877355983332,-0.3399904125749441
1981-01-26,0.2806144580340314,-1.1732475983975543,-1.7518409466086993,0.19032434349622834,-0.5572830040591997,-0.2805443482153918,-1.0082146481614618,0.23309422968870133,0.236110639365574,1.1121218315481871,-0.300716722513558,1.229710361178487,0.07861435981628678,2.025301624477483,-0.37664446935155665,0.39328039109842444,-0.6793689166496378,0.019317133985759558,0.6748071495107608,0.8616563347108164,-0.07244803327988399,-0.9744515320896894,-1.6599540347786261,0.7358689281868124,0.1013944117158111,1.2105498129644743,-0.7810766271342321,-0.24480380604836915,0.026019860009005642,-0.7280604690516673,-0.06475695223967176,-0.0025282879967497528,-1.0845139541518958,0.8168267169642026,-0.34996644995718545,2.1622810127198218,-0.34410450345011373
1981-01-29,-0.04441374064405785,-0.9889039796032438,-1.6961421850094907,0.6367976057284648,-0.4206982014232919,0.08475497519582216,-1.2563966321101454,0.1561339809281358,-0.733921752691901,1.2496141290503653,0.38014406288516756,0.7147073734453707,0.22898802827774264,0.20125714233506117,-0.2190816625249165,0.002177733127740942,0.04449683803453208,0.6179781901287131,1.6135022733615643,0.8960064691420483,0.392652693674103,-0.9122269152149363,-1.717182662129492,-0.5669059303013628,-0.025512257163780444,-0.055899649600192516,-0.7098399648695344,-1.1111776063810037,-0.8702144695082239,-0.6614306127178453,-0.6789732100758668,0.7156980112447292,-0.741721457445905,1.4148878305076502,-0.1003755664618513,1.924171659205686,0.4825381932787361
1981-02-02,-0.25345494820288966,-0.7622590041968281,-0.5636679352798258,1.7700586022758082,0.07857467378110439,-0.44486043084872673,-0.910829617150661,-0.4275636923086559,-0.3931380840072697,0.8452054769598824,1.000244497004445,-0.2935707695956864,-0.19080226323889252,-1.2803580428773096,0.9499591244962189,-0.7851811470500416,-0.43340503038507244,0.8582890729459985,1.203019286992081,-0.11268240286480337,0.5927721880565161,-1.1867989338573617,-1.7982727345674743,-0.4800769560195505,0.5826905012231275,-0.8157061976664894,-1.9004397012145489,-0.580922712572436,-0.1397994882486016,0.6660613515155683,0.18394002346222085,0.45448509765306605,-1.2724047801962897,0.41867069075865593,0.06388403881607539,0.3801730018784703,1.3159070413407021
1981-02-05,-0.4348797225637875,0.3866555362266505,0.6760878783336086,2.4204049637581644,0.7410986086937309,-0.38312574027095364,-0.6657161547856775,-0.03179541132867802,0.40171495901635385,0.14083787732265493,0.48153680064423465,-0.5848966241899597,-0.457309677929819,-0.7008523259929107,1.5631328425283666,-0.9255798324372334,-1.1370642270686064,0.08205747619488764,0.6771316630311578,-1.1094543188547463,-0.0349948826570817,-1.0361680735107248,-1.3564429702761527,0.8715216504548775,0.35219135312270183,-0.44906827924710985,-2.92521658358065,0.0017625349596684524,-0.058221478844361435,0.9199690983592598,0.6266900096018851,0.19109560283154556,-0.9878822371992627,-0.24964075298648705,-0.35132262499229366,-0.24930015727912927,0.8031012071195797
