,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1981-01-05,2.272335346002457,0.5412657591649318,-0.5428306325063015,-0.3451584935466395,-0.10273220040686612,1.380012743778359,-1.9608067944365857,-0.8107154443583333,-1.0560216766549704,-0.5251270377534369,-0.844687794480515,-1.0466719387072998,0.3090107143640618,-0.9376635898330626,0.35446352032354417,-0.8043679320271654,0.5141921974035131,0.3107509262294762,-0.7086028848291633,0.8204190170570947,0.1827533757226788,0.9036554616289189,-0.8925732593261285,0.6931792993547581,-1.8296162846103454,-0.5458973541040908,2.565925591980216,0.3228662030718697,-0.19865235881754428,1.082212643294424
1981-01-08,2.2330096742502614,0.47304217322509057,-0.37096366500902617,1.8551592692830596,-0.6243978915230411,1.3125205226586958,-1.6421042501745675,-0.5992747763347495,-0.6661557390938065,-0.542118280049212,-0.4203887733414396,-0.6297302024388237,0.2561515770179565,-0.5295921153930185,0.19753894494714297,-0.37438218110065896,-0.18297954717031042,0.4223857726926145,-0.7200806594488871,0.5285780159055538,0.5614214406544762,0.9641367828600486,-2.1195901264434642,1.0293517300382318,-1.1877365164314173,-0.37689533614633475,2.095609611180659,0.23919630225945224,0.07290473011492411,1.044920310023249
1981-01-12,2.196658072181797,0.4237228141983181,-0.23474510563446213,3.6151154991843284,-1.0512738241668005,1.2411334844583706,-1.5583308924005277,-0.49715242608236027,-0.4299385745319829,-0.5457320261926135,-0.1801315566749218,-0.10216576767613589,0.05090237117787815,-0.15556720048224676,0.1762875700992223,-0.024103663292122338,-1.0459957797889106,0.4147451136815602,-0.6260923770969858,0.38925327426065326,0.759160451896096,0.5290882277306294,-2.4652996657605293,1.216801305405611,-0.46926508844419,-0.010607575929272898,1.1244317438379827,0.14278543582389522,0.08864240147342646,0.9263648772517246
1981-01-15,2.1905862354761307,0.417278974997864,-0.22149495063004446,3.7161195015661024,-1.0889298483672372,1.173122458345261,-1.755874793213523,-0.5781801681466624,-0.48711651605005896,-0.5227839324966762,-0.340344193817478,0.17512820698065115,-0.10340306140799153,-0.05654247156402546,0.361956304367871,0.127551731320333,-1.3119092463098867,0.42547438956916106,-0.5610416603600497,0.7183698032393253,0.6232027299149531,-0.16163588123856173,-1.2338194740141124,0.8597139578025592,-0.35175139438937114,0.48643775053747373,0.33117110204226224,-0.03465165732622166,-0.20076756553193062,0.694358644362356
1981-01-19,2.179812189627037,0.4048521954777983,-0.20018731503239515,3.4488652741209505,-1.0344664267861892,0.962929508582836,-1.7115596979032053,-0.5644633866454303,-0.40026030390179995,-0.5187218009263741,-0.46800822370400774,0.3532357368903672,-0.11696704811360202,0.06966076520838824,0.5647388235451062,0.41753717691993397,-1.3523095209908922,0.4890888370094491,-0.7182701828238421,1.3107947341372763,0.4355358748578652,-1.0746231923685803,1.1370026374176927,-0.07899653176111288,-0.7061574309507918,1.1260664262187579,-0.6446119489134076,-0.2582131137704498,-0.5796766736133832,0.36969833323693757
1981-01-22,2.136059572952977,0.39053023515808677,-0.19475771781103676,2.971437265323025,-0.9039401647123828,0.7049361709116633,-1.196371604222128,-0.35518373613115833,-0.1820993972949223,-0.6172603752631028,-0.40327598639431855,0.2747471529895808,-0.06711229653644463,0.06002825931282623,0.6680431698706633,0.6507957363621293,-1.3283232948059374,0.2451496542141278,-0.8038492190764983,1.4120180726545457,0.3221032008792179,-1.6211427167845818,2.254517589288826,-0.44987924241674354,-1.0396776510090158,1.1769276594538942,-1.0696780289615435,-0.24177876868248854,-0.6590977641723887,0.46966076350525626
1981-01-26,2.0771072511136177,0.37416768005269846,-0.18491611531958152,1.729751740572674,-0.5266925106646351,-0.055495711574491284,0.6350425591603394,0.47463751478942356,0.632978212453372,-0.8027601290539276,0.1879116260307607,-0.4428520745337866,0.0630207773460015,-0.12689786778148288,0.713197328504051,0.6443474038562365,-1.0914818120818592,-0.1955148290054407,-0.9760850278496975,0.9198563970168575,0.27556712654773546,-1.3494620680077358,1.8279614328270268,-0.1910794574246558,-1.2659007834855307,0.6111181165056538,-0.6866182849263391,0.046642706403911535,-0.5630455710823417,0.8471173328961796
1981-01-29,2.0644062821352382,0.3694188858995212,-0.1739157352674339,0.6644673155323814,-0.20670379735012115,-0.7280326823310145,2.1641362268065363,1.1766463020268243,1.3343904019736734,-0.8718101100237914,0.712744580537678,-1.141826281498509,0.18777033427697698,-0.2973680672733599,0.6611359873286801,0.4379044656692084,-0.8300734150680067,-0.25196011654061334,-1.0849363158811716,0.4988037043852189,0.2750515603579792,-0.6341572768928109,0.8233171518261213,0.13592564081757885,-1.2550740796617281,0.12437756980186951,-0.07201785165723393,0.29646880648899526,-0.4846805659922033,0.8896044070487057
1981-02-02,2.0594037682064035,0.3718710195794304,-0.18704043232203366,-0.08165890039373384,-0.019994818537282192,-1.0122396641911502,2.747031938145894,1.3748539361557284,1.448675388133681,-0.8352476454042368,0.6996494673680324,-1.4190188068721092,0.28556987722085714,-0.4668354475418704,0.5355092055458764,0.29306317795345255,-0.7817101659633542,0.005015540413334033,-0.8402282814645824,0.43819649992492343,0.13389800330539453,-0.24592600951742433,0.13447207719429888,0.2362373903544626,-1.0746244387624688,-0.15478930113088202,0.1251487721292907,0.5512237637695339,-0.34263333527212275,0.484167281229994
1981-02-05,2.0947033257164396,0.38742656121552815,-0.19714922220698572,-0.28374668412860626,0.01001287339446863,-0.9021312870963306,2.4657189159388433,1.1887609235212018,1.1407318112598226,-0.7438556826126483,0.3686720256199717,-1.310446662226841,0.2576440336557435,-0.5598503814383514,0.47173495740917154,0.09912821103771255,-0.9126035191491061,0.3620661026672153,-0.6679795556019323,0.8259054016977477,-0.029259978395874516,0.07363064101680863,0.09612377769072845,0.1658940282057793,-0.84453930109921,-0.09634152809377053,0.1149106158532517,0.7384708249238181,-0.26620516500551833,-0.057230813915873216
