,0,1,2,3,4,5,6,7,8,9
1981-01-05,-0.818362431131987,-1.882930271914222,0.9977575788311965,0.12038946978067007,0.13420769443001215,1.1507515955383096,1.6301068929429023,2.7106724639142326,-0.4273004691599862,-0.17754815035583463
1981-01-08,-0.7754615665400151,-1.9009657624065937,1.0630865737021018,0.057221125450187774,-0.2280217987601967,1.0003306390985585,1.619966401272031,2.58699699585855,-0.4320775655351465,-0.25660898564760254
1981-01-12,-0.7152299133226583,-1.8333549698727023,0.8272233172401211,-0.4141955984872585,-0.40852095025314883,0.8085676700330348,1.5672980140460715,1.6175810600554568,-0.5450731992372181,0.009569685271466838
1981-01-15,-0.7012703129339649,-1.7084473423260953,0.5011197345980334,-0.7740341276705857,-0.4696232539101678,0.6580306071913535,1.3037743394373906,0.31300222448368925,-0.558450333306624,-1.0270633165195922
1981-01-19,-0.6927236696982773,-1.0196781908414316,0.20053550156899094,-1.8871306240827292,-0.6269756180010108,0.427006560523759,0.9136667210074463,-1.2746670385186154,-0.5135402479109623,-1.8863467331133965
1981-01-22,-0.7298741656463522,-0.3701821635252239,-0.22935890572230017,-2.788870790118993,-0.5849256261322888,0.3191594274583811,0.547857637572516,-1.0794104657820363,-0.34715715777631606,-1.2725814819744197
1981-01-26,-0.8318151956496228,0.45186126961268575,-0.9096280566302443,-3.0656477509064195,-0.1815026300775591,0.6487057293902558,-0.1205891765420647,0.08829115899226028,-0.19417264674185247,-0.8397020439041883
1981-01-29,-0.8442512035735981,0.8973986382364825,-1.2298240144885406,-2.6978371456951344,-0.39427106091834396,0.7417446026388755,-0.3885241575250217,0.8514432791229478,-0.23217924166926807,-1.0644712750240153
1981-02-02,-0.8201802825989395,1.1719435095093136,-1.8302389830599721,-1.6148332470043354,-0.5913300426336828,0.04431779962914245,-0.876636798448247,0.5417174525831738,0.004537732894664786,-0.9777094269779837
1981-02-05,-0.8440928250777135,0.8388768721875179,-2.186920341638255,0.03619659614301807,-0.4582593007045714,-0.27731305733777295,-1.3642672500582678,0.11982721643790142,-0.08670075014067917,0.5278071498245911
1981-02-09,-0.8831994893441777,0.5902263699941885,-1.614107981403357,2.7233927839710983,-0.4589201602981297,0.40883080197204014,-1.5361076384975436,1.7004692372876427,-0.6427648119506251,1.6748811338223777
1981-02-12,-0.8947995345672687,0.6608189966760581,-1.0103703324660696,3.5801795985656555,-0.020120234948541205,0.8906076376901537,-1.6600821903227583,2.033061579692884,-0.6251557497633025,0.2930008022271956
1981-02-16,-0.8912505728667461,-0.212681880265998,-0.7667645880485302,2.8493111409116825,-0.24705036955691,0.08833685449405387,-1.9752175014806073,0.701762267430277,0.771350825360175,-1.356188568269725
1981-02-19,-0.9016300237590587,-0.5588931871193671,-0.46480882330556805,1.7172325342604933,-0.46051139832687155,-0.36458535244446477,-1.967589308827072,-0.18857595881509995,1.6642100861896434,-1.7515912912972376
1981-02-23,-0.9394235322803137,0.17529643142559956,0.4643417652960383,0.3659638504956245,0.11979486450669966,0.38544214524797604,-1.575728279978051,-0.3875649628497648,1.261835006170075,-1.4549510143858593
1981-02-26,-0.936668127121184,0.9519206356929119,1.2887221092600556,-0.03330082182619911,0.27933590326915236,1.0874499970573495,-1.053065778594443,0.5528313818428083,0.9280595007019098,-0.06949702692352167
1981-03-02,-0.8820986553003274,1.2472994983059777,1.3783352415746108,-0.1519027855249031,-0.02775579858450303,1.5677306884347908,-0.6694682504305124,2.230935639845184,0.5145185896760682,1.2473402579275719
1981-03-05,-0.8357106478997027,0.9639593013051979,1.002612171808121,0.06474460585540441,-0.14936056354590851,1.4962826422170248,-0.6496338316062192,2.558805567631024,0.41161696533533415,0.9772725094695994
1981-03-09,-0.821851719264284,0.6366729898445828,0.6114651989314446,0.6230387635304048,0.033344364995190355,1.3505562406071008,-0.584926441597001,2.632452544092694,0.8038856437088887,0.2949862519188054
1981-03-12,-0.8463830672449955,0.40139778958292804,0.41248398048650814,0.7262779937105114,-0.2508654240861295,1.7733165922700243,-0.3105878700276793,2.448281185841661,0.5978537322648968,-0.06608099002116567
1981-03-16,-0.8732351015915752,0.09186460194775939,0.6023601218174189,0.6773104100452993,-0.7046804626806141,2.0585292192384372,0.2848471382475543,0.8600687394555139,0.19715384859687687,0.06395587219700806
1981-03-19,-0.8886167270632375,-0.12906294911383975,0.6194714724488783,0.5996151204182408,-0.47004131628888723,1.7782154472616034,0.35863109232045215,-0.026034267666519464,0.3728327887003571,0.7141819637196792
1981-03-23,-0.9066605110989189,-0.6563587342090785,0.33472060475464965,0.4276904963241399,-0.3098524033092551,1.2980142342173489,0.4002487197912614,-0.2692206881648388,0.6698403603912134,1.6245412257762413
1981-03-26,-0.8883195036700149,-1.0889620196435599,0.1588633151590329,0.39198921991341235,-0.46855197610323374,1.0217166918986935,0.8024082760381441,-0.258734645424688,0.682748478929816,1.8600443146285828
1981-03-30,-0.8403093635798267,-1.3267822590237102,0.051805215732825885,-0.002996676947924055,-0.597257357581503,0.646107045020267,1.1062894109267436,-0.38028874754490943,0.6390794767867054,1.8752612247991876
1981-04-02,-0.8296362460132904,-1.1512675347782035,0.12443497594117522,-0.601501160531728,-0.3871050692316366,0.6739782396657242,1.2061030293580866,-0.032377502622791564,0.19408188868438053,2.065710650661733
1981-04-06,-0.8486582672553247,-0.9591377565333302,-0.04404891645682446,-0.8439012130522936,0.05296624746384693,1.1291016475468223,1.2785620604460117,1.3969121583701538,-0.3773082190108918,2.200600189677901
1981-04-09,-0.8792296952907347,-1.0476263462522346,-0.33844335282103294,-0.6140066751174826,0.11664377260303563,1.0933244101190223,1.122919560226334,2.3116442128674226,-0.2011919199530727,1.7501275148374706
1981-04-13,-0.9004714934238521,-1.215758367863253,-0.4014419247996715,-0.36182511794694444,-0.1952222464408246,1.0766410654021838,1.0997126382603701,3.3829417660595653,-0.1076447449406027,-0.057357672888516106
1981-04-16,-0.8915237536910253,-1.269441936962613,-0.13621390577246684,-0.17184062067313216,-0.7274220158085343,1.5222455912374695,1.3700636956650123,2.72665991686198,-0.5728907446091333,-1.4135859006447022
1981-04-20,-0.8835184143031268,-1.2779365615754836,0.059194461699997244,-0.3637008722433344,-1.2015175019596451,1.7621887189140737,1.5770322859751247,0.32062216506206737,-1.0830766309620048,-1.419487639547245
1981-04-23,-0.8862263550088377,-1.4097838869732269,-0.26857233540810804,-0.7296045991190349,-1.2197751349122945,1.4584844490894349,1.1931964802649928,-0.34373102611145,-1.2077442941984773,-0.5146637747725644
1981-04-27,-0.8901353804339642,-1.6890634156742548,-0.943998056546118,-0.7424806579133096,-0.7589227717981777,0.9665498878809471,0.8558187858629569,-0.1049525839189064,-1.2612930379158858,0.23215506902610958
1981-04-30,-0.9190010727123213,-1.787232447257627,-1.3368841806651013,-0.4864969959134302,-0.34925732328812914,0.6562637663218075,0.8502142435714202,0.11898946441951504,-1.2909811065899086,-0.03937492263652488
1981-05-04,-0.9641139585113367,-1.7345630538552916,-1.5814216179447373,-0.1828553215112883,-0.39113980228510653,0.49782953145222575,0.6450620237366004,0.4783142538185044,-1.6120698276358987,-0.8431272156447625
1981-05-07,-0.9580890342925523,-1.5738950572492583,-1.4354847791898375,-0.3358359103209732,-0.7696018206855091,0.5778696814822586,0.829726301138966,0.8942573077149375,-1.6202554144561157,-1.521250448272965
1981-05-11,-0.9377662687910362,-1.3168276037032391,-1.0209178508353276,-0.8490295713735646,-1.0279186813915135,0.8117361734671521,1.5392534276259813,0.6295659300676721,-1.4339182277906268,-1.954731110919885
1981-05-14,-0.952064189049559,-1.3458692627546152,-0.9916111790091049,-0.8718126623438234,-0.6581142622588725,0.9418974773506562,1.663893296760299,-0.15132890232003027,-1.7097416405517227,-1.4907632232423491
1981-05-18,-0.9845845953841089,-1.3692571187615643,-1.0096852178551339,-0.7072311958074227,-0.29590957213768265,0.9820377523799573,1.43162560089416,-0.7719494994358884,-2.3655640135842813,-0.224463252580997
1981-05-21,-1.0000023260634523,-1.093535200912317,-0.9132437366684765,-0.8766193234168401,-0.01327037415374222,1.0357902371236893,1.4558503744336078,-0.09794327504623149,-2.548275304066373,0.3301952197622109
1981-05-25,-0.9980283402655891,-0.8141797580087144,-0.9185641219842896,-0.6961523398628112,0.593435497706815,1.1215400352834954,1.6322372901305966,0.9913639046614747,-2.415362634983938,-0.8130158406681997
1981-05-28,-0.9884689815044869,-0.7288299536374897,-0.7428395761774356,-0.28879957880579377,0.4145464043848227,1.1714027203458912,1.8633784974378604,0.4172360848245686,-2.628596483351682,-1.7721896547465554
1981-06-01,-1.025808336256514,-0.5687157104974105,-0.3417849694822074,-0.45386095691088524,-0.04173511555206127,1.4120359440648715,2.1250389092992297,-0.23876110894007616,-3.2314863840103323,-1.1076791522376455
1981-06-04,-1.0703502521762551,-0.5007614700682528,-0.32446854559032684,-0.46847228998490426,0.36739981185902926,1.5973879213007631,1.9156510163878262,0.08802406774012142,-3.2853107561510186,-1.0556687484209533
1981-06-08,-1.0585358378060075,-0.49441775828554324,-0.5040089128742679,-0.0076617369870689575,0.44470979911188074,1.4484061759689948,1.8305077507719842,-0.572773803381173,-3.062235886618743,-1.0805168165934957
1981-06-11,-1.0103013882719165,-0.40642000683594004,-0.5063104695046516,-0.07037372795412868,-0.012187091150227706,1.3129970156955642,2.1368141810759296,-0.4047716346379061,-3.0117826222732367,-0.1581950926001516
1981-06-15,-0.9374338168779075,-0.20044337278307092,-0.5329896331993684,0.01764011498258446,0.05352881107561214,1.3974833337434684,2.2367578465380022,0.1760994568105917,-3.3235293348456807,-0.36181811453866103
1981-06-18,-0.8617453468001203,-0.12168798657665386,-0.6077449380957922,0.06240477943970029,0.07264937765147073,1.2715028918622053,2.1224841852194123,-0.3050720795284036,-3.251544839920503,-0.712914163586331
1981-06-22,-0.7363503446844343,0.10237901668181246,-0.5633928522203551,0.05600345278960259,-0.2869275551793138,1.0466820013211537,2.2852295756059284,-0.28605999180911523,-2.698577820474145,0.07947425664185452
1981-06-25,-0.6468786425486437,0.3113157849718708,-0.3928303600729374,-0.021089187722463737,-0.23308502430084801,1.0448702035606947,2.400981382347658,-0.011809917341638375,-2.5884854952448273,0.32935724472381184
1981-06-29,-0.5995170769509093,0.25847425404647006,-0.6069507550124662,-0.20584372938381926,0.5415675476993944,1.1308881279024605,2.0659979290351775,0.30630219153473226,-2.268720173099582,0.32900517871142376
1981-07-02,-0.5746336004254375,0.23462590250640625,-0.9487560601696061,0.4212263819610511,0.5959117336108694,1.259649656362063,1.9054788679690713,0.34805313154790496,-2.078496486223377,0.006853870314096038
1981-07-06,-0.5608169471198983,0.5513074054550937,-0.9158226135898934,0.5064697722557643,-0.8749651003019129,1.4003675493573509,2.008206291916949,-0.2612489706374427,-1.7378501235715822,-0.2931429240463912
