,0,1,2,3,4
2010-11-22,0.17938662,0.18828611,0.19683765,0.21628924,0.21920034
2010-11-25,0.19893672,0.18873976,0.19946995,0.19072191,0.2221317
2010-11-29,0.20115562,0.19084494,0.20889276,0.17449734,0.22460932
2010-12-02,0.19780396,0.18766508,0.22212383,0.17154026,0.22086689
2010-12-06,0.1860827,0.19100349,0.18600093,0.22913393,0.20777899
2010-12-09,0.1755299,0.20841224,0.19200644,0.20956373,0.21448766
2010-12-13,0.17190608,0.20906614,0.20373094,0.20523728,0.21005955
2010-12-16,0.1705022,0.20735876,0.20206715,0.21172775,0.20834409
2010-12-20,0.16506633,0.20074785,0.20921457,0.2232695,0.20170178
2010-12-23,0.16966876,0.20634519,0.22696148,0.1896989,0.20732568
2010-12-27,0.15033393,0.22220826,0.19209896,0.23203194,0.20332688
2010-12-30,0.13980113,0.20663977,0.20698914,0.2574887,0.18908127
2011-01-03,0.13334472,0.18167956,0.18062055,0.32400623,0.18034896
2011-01-06,0.13334472,0.18167956,0.18062055,0.32400623,0.18034896
2011-01-10,0.13261747,0.18068868,0.15503271,0.35229582,0.17936534
2011-01-13,0.14916144,0.2058695,0.174373,0.26885495,0.20174111
2011-01-17,0.15501724,0.21395153,0.18121855,0.2401516,0.2096611
2011-01-20,0.15194209,0.20701809,0.1776236,0.25791427,0.20550193
2011-01-24,0.162013,0.2207395,0.1893967,0.20872799,0.21912284
2011-01-27,0.15003134,0.20441471,0.20322321,0.2394131,0.20291762
2011-01-31,0.13765629,0.18755397,0.18646072,0.30214864,0.18618035
2011-02-03,0.14844109,0.19981733,0.17353086,0.2774439,0.20076682
2011-08-15,0.21540613,0.17162012,0.24454641,0.1493042,0.21912318
2011-08-18,0.23216097,0.15041055,0.23279376,0.17604238,0.20859236
2011-08-22,0.23216097,0.15041055,0.23279376,0.17604238,0.20859236
2011-08-25,0.23128964,0.14984603,0.21282092,0.19823389,0.20780948
2011-08-29,0.234088,0.15165901,0.19685166,0.20707762,0.21032375
2011-09-01,0.234088,0.15165901,0.19685166,0.20707762,0.21032375
2011-09-05,0.23731525,0.16876408,0.20040354,0.15947175,0.2340454
2011-09-08,0.23223642,0.16515234,0.19611467,0.17746,0.22903655
2011-09-12,0.23542254,0.1674181,0.19880523,0.16617538,0.23217876
2011-09-15,0.2346274,0.17210318,0.20436865,0.15022463,0.23867612
2011-09-19,0.22615993,0.19778398,0.165764,0.15776306,0.252529
2011-09-22,0.22112322,0.19337921,0.17379552,0.16479702,0.24690503
2011-09-26,0.19307093,0.16884662,0.19400585,0.22849463,0.215582
2011-09-29,0.20222826,0.19186261,0.14311583,0.23698628,0.22580701
2011-10-03,0.21270789,0.18959752,0.14959282,0.23025079,0.21785094
2011-10-06,0.24266526,0.18142265,0.15547821,0.194012,0.22642182
2011-10-10,0.25052568,0.18729931,0.16051447,0.16790448,0.2337561
2011-10-13,0.24595459,0.17952237,0.15758573,0.18744633,0.22949098
2011-10-17,0.24550316,0.16517627,0.15729648,0.20295437,0.22906975
2011-10-20,0.23517166,0.15822518,0.16419917,0.22297415,0.21942984
2011-10-24,0.2364457,0.17279133,0.16508871,0.20505564,0.22061858
2011-10-27,0.23286796,0.17017677,0.17772204,0.20195287,0.21728033
2011-10-31,0.23667628,0.17295983,0.21675934,0.15277086,0.22083372
2011-11-03,0.24154894,0.17652072,0.20063409,0.1559161,0.22538023
2011-11-07,0.23140089,0.16910467,0.18290238,0.20068058,0.21591146
2011-11-10,0.23508574,0.1717975,0.18581495,0.18795215,0.21934967
2011-11-14,0.22182111,0.17673111,0.19899632,0.17680258,0.22564885
2011-11-17,0.21969171,0.17503454,0.19029747,0.19149357,0.2234827
2011-11-21,0.22671263,0.18062831,0.196379,0.1656553,0.23062477
2011-11-24,0.22584593,0.1799378,0.19562829,0.16884482,0.22974312
2011-11-28,0.21728113,0.1872919,0.22585666,0.14853974,0.22103053
2011-12-01,0.2255747,0.19444078,0.20236367,0.14815363,0.22946721
2011-12-05,0.23115322,0.19924936,0.1991929,0.13526253,0.235142
2011-12-08,0.23620482,0.20360373,0.20354603,0.116364665,0.24028076
2011-12-12,0.22220717,0.19153804,0.22187111,0.13834214,0.22604157
2011-12-15,0.215826,0.18603761,0.22434409,0.15424195,0.2195503
2011-12-19,0.21643117,0.21653207,0.18008226,0.16678855,0.22016591
2011-12-22,0.21947473,0.21957704,0.16855228,0.169134,0.22326198
2011-12-26,0.20491998,0.23050074,0.17983243,0.1559342,0.22881259
2011-12-29,0.19903782,0.2238843,0.17376962,0.1810636,0.2222446
2012-01-02,0.20952941,0.23568559,0.16735463,0.1534709,0.23395945
2012-01-05,0.20807557,0.23405024,0.18184943,0.14368863,0.23233609
2012-01-09,0.20876713,0.23482814,0.18245384,0.14084257,0.2331083
2012-01-12,0.21265897,0.2392058,0.17945343,0.13122791,0.2374539
2012-01-16,0.2173007,0.22259992,0.18337038,0.13409223,0.24263681
2012-01-19,0.21159148,0.20505995,0.17855263,0.16853404,0.23626195
2012-01-23,0.19347878,0.23816444,0.16328971,0.16864689,0.23642015
2012-01-26,0.20035191,0.24662498,0.16909039,0.13911399,0.24481872
2012-01-30,0.18606453,0.23087119,0.1738104,0.15760128,0.2516526
2012-02-02,0.2202459,0.22978497,0.17299263,0.12650788,0.2504686
2012-08-13,0.20855233,0.17122845,0.21338989,0.19075903,0.21607035
2012-08-16,0.21052195,0.17284559,0.23473623,0.16378525,0.21811098
2012-08-20,0.22488718,0.18463992,0.22916554,0.1283133,0.23299405
2012-08-23,0.2165262,0.17777528,0.25782406,0.12354281,0.22433169
2012-08-27,0.21532585,0.17678976,0.25639477,0.12840155,0.22308809
2012-08-30,0.23582037,0.1775917,0.22041763,0.14207023,0.22410001
2012-09-03,0.23430869,0.17645328,0.21900469,0.14756995,0.22266345
2012-09-06,0.23082004,0.17382604,0.23063296,0.14537276,0.2193482
2012-09-10,0.20218205,0.16599825,0.22024705,0.20210223,0.20947045
2012-09-13,0.21690533,0.17808653,0.19554651,0.18473713,0.22472446
2012-09-17,0.24824451,0.17085221,0.16055033,0.20475738,0.21559557
2012-09-20,0.23919323,0.18013172,0.16259699,0.19077277,0.22730523
2012-09-24,0.21535204,0.17615308,0.19456576,0.2092802,0.20464896
2012-09-27,0.22338194,0.20063816,0.14661652,0.21708368,0.21227977
2012-10-01,0.24008691,0.19707593,0.14401343,0.21031283,0.20851086
2012-10-04,0.23966247,0.19672751,0.14375883,0.21170893,0.20814224
2012-10-08,0.2498526,0.20509212,0.14987126,0.17819187,0.21699217
2012-10-11,0.23401599,0.1920926,0.18961543,0.18103762,0.20323837
2012-10-15,0.23407692,0.21024422,0.15363617,0.17959952,0.22244321
2012-10-18,0.20887688,0.18760993,0.13709614,0.26792142,0.1984956
2012-10-22,0.20285532,0.19999406,0.20117268,0.18437964,0.21159829
2012-10-25,0.20744444,0.20451845,0.14945205,0.2221999,0.21638519
2012-10-29,0.20117188,0.19833435,0.20134838,0.18930312,0.2098423
2012-11-01,0.20481087,0.20192203,0.22406779,0.15556118,0.21363814
2012-11-05,0.1859076,0.18328539,0.29145706,0.14542983,0.19392014
2012-11-08,0.17967272,0.17713845,0.2816823,0.17408997,0.18741654
2012-11-12,0.1859076,0.18328539,0.29145706,0.14542983,0.19392014
2012-11-15,0.1796002,0.19209251,0.28156862,0.15939778,0.18734089
2012-11-19,0.19862658,0.18763757,0.27503857,0.1557011,0.18299615
2012-11-22,0.19981675,0.18824704,0.2766866,0.15115693,0.18409267
2012-11-26,0.20157555,0.189904,0.27912202,0.14368533,0.18571307
2012-11-29,0.20418133,0.19235891,0.25944674,0.15589929,0.1881138
2012-12-03,0.19022328,0.19441642,0.24171068,0.19839546,0.17525414
2012-12-06,0.19773026,0.21361102,0.25124958,0.15523876,0.18217038
2012-12-10,0.1809929,0.19552942,0.27153048,0.18519711,0.16675012
2012-12-13,0.17284973,0.18673222,0.25931385,0.22185643,0.15924776
2012-12-17,0.19205882,0.19125454,0.28813186,0.15160957,0.17694524
2012-12-20,0.19346815,0.19265798,0.2902462,0.14538398,0.17824367
2012-12-24,0.20479976,0.20394212,0.26723507,0.1353395,0.18868354
2012-12-27,0.21689406,0.19513652,0.25569665,0.15173604,0.18053675
2012-12-31,0.2047259,0.22735502,0.20569,0.1518844,0.21034473
2013-01-03,0.21331866,0.21582185,0.22449008,0.14669494,0.19967446
2013-01-07,0.2080192,0.2104602,0.2189131,0.16789357,0.19471397
2013-01-10,0.19589317,0.2193675,0.2486555,0.13312894,0.20295483
2013-01-14,0.1890022,0.21165079,0.28033286,0.123198695,0.19581544
2013-01-17,0.19706991,0.23941225,0.23088628,0.12845755,0.20417403
2013-01-21,0.19619586,0.2383504,0.22986224,0.13232301,0.20326847
2013-01-24,0.2025229,0.22406605,0.23727497,0.12631252,0.2098236
2013-01-28,0.20355903,0.22521238,0.23848888,0.12184271,0.21089706
2013-01-31,0.20147914,0.22291125,0.2360521,0.1308153,0.20874219
2013-02-04,0.19487949,0.21560957,0.2774229,0.110183425,0.20190461
2013-08-15,0.17542174,0.20300765,0.1816408,0.24268848,0.19724132
2013-08-19,0.18605438,0.2153123,0.22511181,0.16432507,0.20919646
2013-08-22,0.17657723,0.24883918,0.21364519,0.1623979,0.19854052
2013-08-26,0.14692944,0.20705841,0.20032045,0.2804867,0.16520502
2013-08-29,0.16757885,0.25732806,0.22847344,0.15819672,0.18842289
2013-09-02,0.16727635,0.25686356,0.24954519,0.13823208,0.18808277
2013-09-05,0.1845534,0.26179183,0.21884148,0.124142945,0.21067034
2013-09-09,0.18554269,0.2396921,0.22001457,0.14295097,0.2117996
2013-09-12,0.18119869,0.23408034,0.21486351,0.16301662,0.20684089
2013-09-16,0.16700791,0.16154186,0.29999268,0.18081567,0.19064191
2013-09-19,0.19714889,0.19532719,0.2171396,0.16533604,0.22504826
2013-09-23,0.20038451,0.20006238,0.19780259,0.1523684,0.24938206
2013-09-26,0.19015993,0.18985423,0.18770975,0.19561867,0.2366574
2013-09-30,0.18383265,0.19911174,0.18146397,0.20680867,0.22878295
2013-10-03,0.18023157,0.19521137,0.19749817,0.20275754,0.22430135
2013-10-07,0.19462505,0.17889577,0.21327057,0.17099427,0.2422143
2013-10-10,0.20016962,0.16876397,0.1448204,0.25774953,0.22849646
2013-10-14,0.21538258,0.1815901,0.16981114,0.1873539,0.24586226
2013-10-17,0.20852527,0.19072747,0.16440473,0.19830795,0.23803455
2013-10-21,0.21794564,0.213701,0.1718319,0.1477334,0.24878803
2013-10-24,0.2069606,0.2029299,0.16317111,0.19069,0.23624845
2013-10-28,0.2069606,0.2029299,0.16317111,0.19069,0.23624845
2013-10-31,0.21038818,0.18786919,0.16587348,0.195708,0.24016109
2013-11-04,0.19868924,0.19343199,0.17078498,0.18982154,0.24727224
2013-11-07,0.18048286,0.17570736,0.21552226,0.20367347,0.2246141
2013-11-11,0.1926221,0.18752538,0.19397756,0.18615344,0.23972158
2013-11-14,0.20439285,0.19898468,0.17568758,0.16656438,0.2543705
2013-11-18,0.19513462,0.2085991,0.16772959,0.18568817,0.24284847
2013-11-21,0.17766981,0.1899292,0.15271758,0.25857022,0.2211132
2013-11-25,0.16442142,0.19101757,0.18431564,0.23786514,0.22238025
2013-11-28,0.17103547,0.19870147,0.19172995,0.2072074,0.23132578
2013-12-02,0.18243884,0.21709634,0.17650308,0.17721286,0.24674885
2013-12-05,0.1746596,0.2078393,0.19579257,0.18548113,0.23622741
2013-12-09,0.17641069,0.20992304,0.19775555,0.17731501,0.23859577
2013-12-12,0.1872472,0.2053892,0.181155,0.17295642,0.25325218
2013-12-16,0.18727817,0.20542316,0.18118495,0.17281969,0.25329405
2013-12-19,0.18419662,0.20204306,0.17820367,0.18643044,0.24912626
2013-12-23,0.17913082,0.19648643,0.2008048,0.1813032,0.24227475
2013-12-26,0.18317968,0.19616394,0.20534354,0.16756207,0.24775082
2013-12-30,0.1828711,0.21270952,0.20499763,0.15208831,0.24733348
2014-01-02,0.1828711,0.21270952,0.20499763,0.15208831,0.24733348
2014-01-06,0.18602234,0.21637493,0.17996998,0.16603717,0.25159556
2014-01-09,0.1732219,0.20148589,0.16758601,0.22342326,0.23428293
2014-01-13,0.18959835,0.22053443,0.18342964,0.15000549,0.25643212
2014-01-16,0.19198512,0.22331062,0.18573876,0.13930528,0.2596602
2014-01-20,0.1821814,0.22988935,0.176254,0.16527459,0.24640065
2014-01-23,0.17502998,0.22086516,0.16933526,0.19804128,0.23672834
2014-01-27,0.18975356,0.2000142,0.16838567,0.20644581,0.23540083
2014-01-30,0.19632077,0.20693652,0.17421335,0.17898153,0.24354784
2014-02-03,0.20272763,0.21368983,0.17989874,0.15218784,0.25149596
2014-08-14,0.21758682,0.17788127,0.21407884,0.14376381,0.24668929
2014-08-18,0.21107791,0.17256013,0.24266787,0.13438433,0.23930979
2014-08-21,0.19647513,0.17575416,0.24715959,0.13687174,0.24373934
2014-08-25,0.19647513,0.17575416,0.24715959,0.13687174,0.24373934
2014-08-28,0.20028716,0.17916414,0.23255296,0.13952734,0.2484684
2014-09-01,0.19357745,0.17316206,0.22476234,0.16835354,0.2401446
2014-09-04,0.17336906,0.16907889,0.21946242,0.20360765,0.23448196
2014-09-08,0.17929791,0.18992972,0.17770104,0.2105706,0.24250074
2014-09-11,0.17929791,0.18992972,0.17770104,0.2105706,0.24250074
2014-09-15,0.17887619,0.20824331,0.17728308,0.19366704,0.24193035
2014-09-18,0.18575118,0.19834915,0.20820098,0.17726307,0.23043562
2014-09-22,0.18551587,0.19809787,0.19973953,0.18650304,0.2301437
