,0,1,2,3,4
2010-12-09,0.1879853,0.11604727,0.18603174,0.1510738,0.3588619
2010-12-13,0.15449227,0.11486149,0.19841495,0.1946874,0.3375439
2010-12-16,0.14066884,0.12794653,0.21177392,0.18678394,0.33282676
2010-12-20,0.12692195,0.1573883,0.16530435,0.18320015,0.36718524
2010-12-23,0.15460066,0.16846225,0.14979114,0.17278911,0.35435686
2010-12-27,0.18072678,0.13922347,0.21159795,0.15896046,0.30949134
2010-12-30,0.17447896,0.13148022,0.23059626,0.15514101,0.30830356
2011-01-03,0.1915094,0.15908746,0.18240155,0.14885621,0.31814536
2011-01-06,0.1926836,0.24367078,0.14699113,0.13259283,0.28406164
2011-01-10,0.18651171,0.2835389,0.11045501,0.13393168,0.28556266
2011-01-13,0.17892438,0.22819103,0.1437807,0.15028997,0.2988139
2011-01-17,0.1835765,0.21243533,0.1601875,0.14717013,0.29663053
2011-01-20,0.18984208,0.20142135,0.17561515,0.15422334,0.2788981
2011-01-24,0.16822214,0.18147969,0.15057728,0.17045288,0.329268
2011-01-27,0.18690264,0.18337056,0.13462916,0.14950648,0.34559116
2011-01-31,0.18381335,0.23144443,0.10264625,0.17188957,0.31020635
2011-02-03,0.23337269,0.22443879,0.07402928,0.1752772,0.29288206
2011-02-07,0.17688566,0.28337878,0.0748091,0.16430089,0.30062556
2011-02-10,0.16480917,0.27858526,0.10622239,0.16631173,0.28407145
2011-02-14,0.19918531,0.2192615,0.14332072,0.17527063,0.2629618
2011-02-17,0.22080405,0.19903435,0.11263503,0.21125309,0.25627345
2011-02-21,0.20811036,0.18714401,0.11643772,0.19020036,0.2981076
2011-02-24,0.22523122,0.16588244,0.108719,0.15518928,0.34497806
2011-02-28,0.23580573,0.17064391,0.10996271,0.12520339,0.35838425
2011-03-03,0.2371685,0.16570301,0.10369365,0.13278292,0.36065188
2011-03-07,0.24280703,0.17838204,0.09226272,0.16174263,0.32480556
2011-03-10,0.22352721,0.15977436,0.106470175,0.16263583,0.34759247
2011-09-19,0.26048824,0.21309803,0.17497182,0.13247478,0.21896712
2011-09-22,0.2965201,0.18773727,0.17453012,0.122879565,0.21833293
2011-09-26,0.2647906,0.19804631,0.17153406,0.10339797,0.26223108
2011-09-29,0.22987285,0.21275598,0.16646968,0.12964138,0.2612601
2011-10-03,0.1817345,0.23078787,0.16594784,0.14509273,0.27643704
2011-10-06,0.18859676,0.22131146,0.16764225,0.15792991,0.26451957
2011-10-10,0.20480904,0.1964682,0.12952247,0.14300817,0.3261921
2011-10-13,0.1985992,0.20900886,0.10572238,0.13367629,0.35299325
2011-10-17,0.25295618,0.20495468,0.08411942,0.13381647,0.32415324
2011-10-20,0.21295843,0.25105855,0.07636421,0.13645713,0.32316172
2011-10-24,0.21034521,0.2566986,0.09958956,0.13824822,0.2951184
2011-10-27,0.2305091,0.23340085,0.07618955,0.18591543,0.2739851
2011-10-31,0.21052304,0.25398773,0.091185816,0.16055177,0.2837516
2011-11-03,0.26010555,0.23396847,0.09352372,0.13590749,0.2764948
2011-11-07,0.2888635,0.18285649,0.10676397,0.14864418,0.27287188
2011-11-10,0.23240246,0.19929771,0.10068909,0.16454405,0.30306667
2011-11-14,0.22276701,0.21831286,0.097761124,0.1431884,0.31797057
2011-11-17,0.18330182,0.27372092,0.09610956,0.14045124,0.30641642
2011-11-21,0.24386027,0.2476369,0.11482068,0.11434881,0.27933332
2011-11-24,0.27487344,0.22600493,0.1070839,0.11544714,0.2765906
2011-11-28,0.27819583,0.23205495,0.07412535,0.12989573,0.28572816
2011-12-01,0.3148569,0.20592332,0.07171796,0.13722028,0.27028152
2011-12-05,0.33401918,0.21859191,0.07864814,0.12789811,0.24084266
2011-12-08,0.2492135,0.2886882,0.08641704,0.12494592,0.2507353
2011-12-12,0.15909383,0.31724647,0.11254244,0.12984191,0.28127536
2011-12-15,0.16487823,0.27575967,0.13114773,0.12022523,0.3079891
2011-12-19,0.18870105,0.26796085,0.15830809,0.120425716,0.26460427
2011-12-22,0.18465236,0.2761103,0.1554447,0.11981915,0.2639735
2011-12-26,0.21120454,0.28955746,0.14709535,0.10781947,0.24432318
2011-12-29,0.15757178,0.2975692,0.1744333,0.10220404,0.26822174
2012-01-02,0.14131573,0.28310117,0.18670826,0.101578124,0.2872967
2012-01-05,0.14573568,0.24498077,0.18173255,0.111771904,0.31577912
2012-01-09,0.13251133,0.19763935,0.2088503,0.14965267,0.31134635
2012-01-12,0.1379616,0.17402421,0.24866201,0.11523892,0.32411325
2012-01-16,0.14385422,0.14635198,0.3172131,0.1046056,0.28797516
2012-01-19,0.24129903,0.12820426,0.25670853,0.087807514,0.28598064
2012-01-23,0.27480584,0.17453986,0.16733257,0.08647284,0.2968489
2012-01-26,0.25991845,0.15855676,0.22535314,0.08188716,0.27428448
2012-01-30,0.21991527,0.193891,0.24745202,0.0732202,0.26552153
2012-02-02,0.1845051,0.21567811,0.2868842,0.059318736,0.25361386
2012-02-06,0.21121615,0.20895231,0.20871077,0.07551973,0.29560104
2012-02-09,0.15152657,0.24337652,0.17639256,0.08839133,0.34031302
2012-02-13,0.17230228,0.23892154,0.14904577,0.10181398,0.33791643
2012-02-16,0.22105959,0.2364553,0.13769056,0.08977005,0.3150245
2012-02-20,0.19195886,0.28674236,0.111988366,0.11190269,0.29740772
2012-02-23,0.17091976,0.30667007,0.0949802,0.11180865,0.3156213
2012-02-27,0.15598913,0.3016169,0.10013318,0.11961662,0.3226442
2012-03-01,0.25076315,0.29081246,0.088244244,0.10458916,0.26559094
2012-03-05,0.276838,0.25903302,0.10016667,0.09690897,0.26705334
2012-03-08,0.28933862,0.22406344,0.12590423,0.09271961,0.2679741
2012-09-17,0.32493636,0.11733489,0.25207713,0.10153703,0.20411463
2012-09-20,0.28349593,0.109967016,0.3014963,0.11379051,0.19125022
2012-09-24,0.25889876,0.16477926,0.20813198,0.15198539,0.21620461
2012-09-27,0.2725483,0.17452657,0.19899821,0.123697355,0.2302296
2012-10-01,0.2955946,0.16291311,0.18531078,0.109173074,0.24700841
2012-10-04,0.27408424,0.17874035,0.1850759,0.103626534,0.258473
2012-10-08,0.2072995,0.23944883,0.23396061,0.08296613,0.23632489
2012-10-11,0.17739469,0.19797598,0.3018713,0.095456004,0.22730203
2012-10-15,0.18575835,0.22307028,0.25101653,0.07921714,0.26093766
2012-10-18,0.23794556,0.22427306,0.15515238,0.086633064,0.29599595
2012-10-22,0.2759386,0.17796175,0.17016189,0.09344937,0.28248838
2012-10-25,0.25539672,0.16646262,0.17597613,0.0872208,0.31494373
2012-10-29,0.29263574,0.11379396,0.25790885,0.08237105,0.25329039
2012-11-01,0.27769542,0.12236146,0.2544547,0.0754426,0.27004585
2012-11-05,0.2978055,0.14537112,0.19154195,0.084649675,0.2806317
2012-11-08,0.32759196,0.14204745,0.17758423,0.08199357,0.2707828
2012-11-12,0.2872901,0.17790477,0.17229557,0.08459769,0.27791187
2012-11-15,0.28484067,0.17381911,0.23486692,0.07846223,0.22801103
2012-11-19,0.2693594,0.18259299,0.25187048,0.076247506,0.21992959
2012-11-22,0.24693242,0.18061936,0.22242348,0.08602528,0.26399946
2012-11-26,0.19066972,0.1506628,0.30104494,0.082576185,0.27504638
2012-11-29,0.18613902,0.15393458,0.24882315,0.08488173,0.32622153
2012-12-03,0.19006282,0.18292665,0.21647641,0.10188971,0.3086444
2012-12-06,0.19271767,0.18348148,0.18866462,0.11375008,0.32138616
2012-12-10,0.20585024,0.1644174,0.23711118,0.11997656,0.27264458
2012-12-13,0.19910684,0.1806284,0.256529,0.12101216,0.24272361
2012-12-17,0.18558387,0.173432,0.27627218,0.11717044,0.24754146
2012-12-20,0.16764331,0.17468809,0.3045279,0.10513113,0.24800959
2012-12-24,0.17023444,0.17045549,0.26727808,0.112457834,0.27957416
2012-12-27,0.24387258,0.16111425,0.27194,0.07823134,0.24484186
2012-12-31,0.20186633,0.21567224,0.27572647,0.081976615,0.22475837
2013-01-03,0.15804452,0.20307651,0.3919581,0.08512236,0.16179854
2013-01-07,0.1417778,0.154271,0.45935255,0.07905703,0.16554157
2013-01-10,0.13061346,0.1330668,0.50116414,0.07319589,0.16195968
2013-01-14,0.12057828,0.15823574,0.5052338,0.060935594,0.15501656
2013-01-17,0.1105359,0.15217113,0.5740386,0.05255941,0.11069496
2013-01-21,0.111324325,0.19389533,0.4884968,0.067024514,0.13925907
2013-01-24,0.10116371,0.18229455,0.49077162,0.075702846,0.15006731
2013-01-28,0.15399235,0.1854404,0.40939787,0.07921738,0.171952
2013-01-31,0.18137269,0.18172364,0.41059384,0.066743866,0.15956599
2013-02-04,0.18731093,0.24485673,0.31394622,0.066640414,0.18724571
2013-02-07,0.2058464,0.21061322,0.289433,0.05683339,0.23727395
2013-02-11,0.20469008,0.24076462,0.2530006,0.06169557,0.2398491
