,0,1,2,3,4
2010-12-09,0.2550771,0.10704112,0.20928095,0.25645146,0.1721494
2010-12-13,0.15121104,0.105613366,0.25311336,0.3168766,0.17318566
2010-12-16,0.13035226,0.11710204,0.27627388,0.29379004,0.18248183
2010-12-20,0.20154676,0.118445285,0.19305813,0.30751508,0.17943473
2010-12-23,0.23520006,0.13420904,0.17700644,0.2653844,0.18820007
2010-12-27,0.177803,0.21946771,0.2396205,0.14492205,0.2181867
2010-12-30,0.1976756,0.174524,0.28868425,0.12618229,0.21293388
2011-01-03,0.14317332,0.13664915,0.24647316,0.28260663,0.19109777
2011-01-06,0.11877738,0.11870099,0.19000106,0.38465336,0.18786725
2011-01-10,0.15131235,0.12984493,0.19150162,0.32762077,0.1997203
2011-01-13,0.19832301,0.17564923,0.17770523,0.20011596,0.24820653
2011-01-17,0.1997114,0.29137835,0.14936386,0.1285741,0.23097225
2011-01-20,0.27865896,0.18327516,0.22816162,0.10371229,0.20619197
2011-01-24,0.28291252,0.15719818,0.19498782,0.12903318,0.23586826
2011-01-27,0.23981494,0.1836939,0.12261706,0.16913664,0.2847374
2011-01-31,0.19175911,0.21492295,0.10818715,0.19552848,0.2896023
2011-02-03,0.12684721,0.24939895,0.087312885,0.30505925,0.23138171
2011-02-07,0.14934735,0.2122821,0.08429707,0.3424526,0.2116209
2011-02-10,0.24039578,0.20133036,0.08858561,0.25948483,0.21020342
2011-02-14,0.1312839,0.25918853,0.14391612,0.2587889,0.20682254
2011-02-17,0.10534518,0.23487668,0.15440796,0.31937584,0.18599434
2011-02-21,0.11971139,0.23161867,0.088480376,0.36599943,0.19419013
2011-02-24,0.15549304,0.17941728,0.09217483,0.35105062,0.22186421
2011-02-28,0.25001898,0.14373204,0.10470452,0.27062088,0.23092358
2011-03-03,0.33234772,0.15834683,0.1050738,0.15284163,0.25139004
2011-03-07,0.35488424,0.16113466,0.1074761,0.12068907,0.25581598
2011-03-10,0.35712472,0.15815984,0.11604602,0.11310252,0.25556695
2011-03-14,0.339496,0.16986713,0.110846676,0.1364566,0.24333364
2011-03-17,0.2703535,0.23219065,0.10117853,0.17113794,0.22513938
2011-09-26,0.33926973,0.17034097,0.14928389,0.11804711,0.22305834
2011-09-29,0.38988212,0.17858714,0.10600845,0.12716779,0.19835451
2011-10-03,0.39249468,0.19842131,0.10346544,0.108610176,0.19700839
2011-10-06,0.32687017,0.18041669,0.16029306,0.12325099,0.20916909
2011-10-10,0.26803344,0.17494759,0.106466055,0.25793096,0.19262195
2011-10-13,0.20199685,0.20176265,0.12250246,0.25696242,0.21677561
2011-10-17,0.24966006,0.23061502,0.11192993,0.16037613,0.24741879
2011-10-20,0.22755493,0.27503332,0.11092395,0.1468614,0.2396264
2011-10-24,0.18666025,0.2654814,0.12911427,0.18964209,0.229102
2011-10-27,0.151236,0.27352345,0.17860766,0.19788559,0.19874732
2011-10-31,0.12843512,0.36709595,0.097583786,0.21078496,0.19610018
2011-11-03,0.15700646,0.3490899,0.10754809,0.19401163,0.19234394
2011-11-07,0.15338123,0.3130671,0.11283421,0.23929864,0.18141882
2011-11-10,0.1446024,0.3112773,0.12334569,0.24995026,0.17082435
2011-11-14,0.13985173,0.3106061,0.089483954,0.29171255,0.16834566
2011-11-17,0.22914428,0.32601345,0.07910282,0.17437191,0.19136752
2011-11-21,0.32883948,0.23973505,0.1057273,0.111734115,0.21396407
2011-11-24,0.2322696,0.31515992,0.10176674,0.11492899,0.23587477
2011-11-28,0.16740704,0.39015213,0.08454232,0.15048319,0.2074153
2011-12-01,0.1609988,0.37940836,0.07853035,0.18839689,0.19266558
2011-12-05,0.17440456,0.37192875,0.07449799,0.18689512,0.19227356
2011-12-08,0.16570932,0.39621466,0.07852668,0.14937001,0.21017925
2011-12-12,0.25128046,0.27587438,0.09854518,0.13744448,0.2368555
2011-12-15,0.25901634,0.2920844,0.09292657,0.12682906,0.22914366
2011-12-19,0.28433058,0.2404884,0.09849468,0.13111442,0.24557191
2011-12-22,0.33091658,0.21242623,0.09266845,0.124515764,0.23947302
2011-12-26,0.35083464,0.19241771,0.09157897,0.12851113,0.23665752
2011-12-29,0.3899233,0.18719263,0.089053735,0.103562266,0.23026808
2012-01-02,0.35232022,0.19857167,0.09377154,0.11749869,0.23783785
2012-01-05,0.30516472,0.24732083,0.09358877,0.11655139,0.23737429
2012-01-09,0.15642112,0.24603471,0.116867974,0.26253116,0.21814501
2012-01-12,0.15187587,0.18984237,0.11201243,0.33063605,0.21563327
2012-01-16,0.2865718,0.15697797,0.13684858,0.22631979,0.19328186
2012-01-19,0.34881735,0.16521975,0.1545751,0.10601887,0.22536892
2012-01-23,0.27200273,0.24354386,0.13877967,0.110270336,0.23540342
2012-01-26,0.28367773,0.2256791,0.17497401,0.09727702,0.21839215
2012-01-30,0.36971146,0.13545479,0.18096197,0.1046973,0.20917448
2012-02-02,0.3382648,0.15828657,0.1636489,0.1103062,0.22949356
2012-02-06,0.32490346,0.17905572,0.17288668,0.098798014,0.22435609
2012-02-09,0.29034492,0.18629655,0.21042474,0.096373625,0.21656021
2012-02-13,0.29288337,0.19553886,0.19548842,0.09178215,0.22430718
2012-02-16,0.27602825,0.23221153,0.1446269,0.11143853,0.23569481
2012-02-20,0.1721885,0.3624931,0.090382665,0.1439776,0.2309581
2012-02-23,0.16355033,0.3538293,0.08507807,0.18244796,0.21509439
2012-02-27,0.13782433,0.35865045,0.09611314,0.1948428,0.21256925
2012-03-01,0.18226673,0.3670481,0.07920284,0.1657176,0.20576474
2012-03-05,0.20095374,0.31342036,0.0867126,0.1812023,0.21771096
2012-03-08,0.34694028,0.18475254,0.1013517,0.14602658,0.22092892
2012-03-12,0.31811962,0.20522286,0.10996714,0.12000166,0.24668875
2012-03-15,0.27503252,0.23165348,0.11256034,0.12572181,0.25503185
2012-09-24,0.2624292,0.1811485,0.20514846,0.114993274,0.23628055
2012-09-27,0.2761402,0.2066618,0.1652577,0.12109422,0.2308461
2012-10-01,0.19915271,0.20445982,0.19793715,0.15508212,0.24336818
2012-10-04,0.21829398,0.1784131,0.17307122,0.17267805,0.25754365
2012-10-08,0.31880227,0.16463654,0.16334234,0.11416637,0.23905249
2012-10-11,0.2966149,0.18803439,0.22374313,0.08416457,0.20744307
2012-10-15,0.19046813,0.18842712,0.21345027,0.23354468,0.1741098
2012-10-18,0.17275563,0.17106357,0.17381887,0.29326755,0.18909435
2012-10-22,0.19050202,0.16137391,0.24820067,0.18652555,0.21339789
2012-10-25,0.20424655,0.14062056,0.3230508,0.15023482,0.18184726
2012-10-29,0.18368669,0.15696871,0.3428068,0.11702366,0.19951421
2012-11-01,0.21316367,0.16030625,0.29401287,0.12130888,0.21120834
2012-11-05,0.18577202,0.2126808,0.13144928,0.2528296,0.21726829
2012-11-08,0.1924771,0.20041256,0.129417,0.26480195,0.21289137
2012-11-12,0.17189981,0.19337603,0.12533697,0.3097743,0.19961287
2012-11-15,0.2268012,0.16742156,0.11858627,0.27865693,0.20853405
2012-11-19,0.20078929,0.15417157,0.14790924,0.27756566,0.21956426
2012-11-22,0.20655666,0.15437539,0.15974396,0.2532324,0.2260916
2012-11-26,0.24716386,0.1421287,0.13993189,0.26261994,0.20815562
2012-11-29,0.25299138,0.1530806,0.1081337,0.26386735,0.22192694
2012-12-03,0.20544454,0.22133636,0.115379505,0.26601043,0.19182916
2012-12-06,0.17379193,0.29127434,0.09730887,0.23989797,0.19772692
2012-12-10,0.17422155,0.31082025,0.1301297,0.18679981,0.19802865
2012-12-13,0.1834929,0.30634522,0.20113762,0.13923089,0.16979338
2012-12-17,0.16608074,0.17062987,0.21820079,0.26046857,0.18462
2012-12-20,0.17540151,0.15208045,0.21341501,0.26112175,0.19798125
2012-12-24,0.2654212,0.20398325,0.2103079,0.09693449,0.22335315
2012-12-27,0.29946843,0.20159198,0.18228902,0.091438055,0.22521251
2012-12-31,0.3570451,0.14562243,0.23637229,0.07327734,0.18768279
2013-01-03,0.28286153,0.2021579,0.1918844,0.10729197,0.21580417
2013-01-07,0.13714613,0.3565236,0.1495983,0.16736566,0.18936636
2013-01-10,0.13505134,0.33679944,0.18896231,0.15623876,0.18294816
2013-01-14,0.15603742,0.25713822,0.1977004,0.15848383,0.2306401
2013-01-17,0.17287426,0.16799413,0.30795032,0.119872734,0.23130853
2013-01-21,0.14849286,0.14467362,0.2853226,0.23720773,0.18430321
2013-01-24,0.11059344,0.1906949,0.261992,0.24955845,0.18716119
2013-01-28,0.1559045,0.25042439,0.21964148,0.11732004,0.2567096
2013-01-31,0.24745968,0.2209343,0.21390131,0.09321643,0.22448823
2013-02-04,0.24434355,0.23831156,0.20355493,0.09051731,0.2232726
2013-02-07,0.17511101,0.32652983,0.18011732,0.099112414,0.21912938
2013-02-11,0.12874278,0.30280045,0.20943047,0.1610545,0.1979718
2013-02-14,0.12512659,0.28304264,0.2162795,0.17105646,0.20449479
2013-02-18,0.13747735,0.2800112,0.21635942,0.151138,0.21501403
2013-02-21,0.184302,0.21860129,0.27232176,0.117512375,0.20726255
2013-02-25,0.1782707,0.17650709,0.34650227,0.104259245,0.19446072
2013-02-28,0.17732835,0.17666297,0.34179017,0.10250991,0.2017086
2013-03-04,0.13205819,0.18378972,0.33911765,0.11985539,0.22517908
2013-03-07,0.11444628,0.19447353,0.20097522,0.28484383,0.20526117
2013-03-11,0.10923473,0.16460462,0.29462123,0.24993145,0.18160792
2013-03-14,0.097441226,0.15631014,0.3225576,0.24451037,0.17918067
2013-03-18,0.12664318,0.19939838,0.22211573,0.2639268,0.18791594
2013-09-26,0.151608,0.24586327,0.15764448,0.25553894,0.18934533
2013-09-30,0.12867327,0.20787913,0.20083982,0.26468447,0.19792332
