,0,1,2,3,4
2010-12-02,0.15274438,0.3308616,0.19830525,0.11852654,0.19956225
2010-12-06,0.13341817,0.29556936,0.27243805,0.120299,0.17827542
2010-12-09,0.12368944,0.31595945,0.279826,0.09741523,0.18310985
2010-12-13,0.11516111,0.33333418,0.2675779,0.10883173,0.17509505
2010-12-16,0.11498998,0.36689723,0.26124087,0.08592371,0.17094827
2010-12-20,0.11789291,0.37615955,0.24071592,0.08996775,0.17526387
2010-12-23,0.13779782,0.37596974,0.18670264,0.12423602,0.17529377
2010-12-27,0.14289266,0.35476014,0.15494311,0.15790918,0.18949494
2010-12-30,0.15356492,0.2551153,0.17101859,0.1742924,0.2460088
2011-01-03,0.13617843,0.28976843,0.1986185,0.18221873,0.19321595
2011-01-06,0.13541915,0.32251194,0.19751106,0.18120274,0.16335511
2011-01-10,0.13179652,0.26972106,0.18989158,0.11522958,0.29336128
2011-01-13,0.1531118,0.27970764,0.20613672,0.11084369,0.25020015
2011-01-17,0.1703896,0.31268263,0.15640214,0.15410851,0.20641711
2011-01-20,0.15280505,0.37156618,0.14405434,0.1415512,0.19002326
2011-01-24,0.1413399,0.37980703,0.13324575,0.16984181,0.17576556
2011-01-27,0.13532318,0.363639,0.1216108,0.15008484,0.22934213
2011-01-31,0.1221361,0.35982594,0.12033561,0.19087014,0.20683222
2011-02-03,0.114764675,0.37909338,0.13841417,0.12989005,0.23783773
2011-02-07,0.11898927,0.40871283,0.1253618,0.09357068,0.25336543
2011-02-10,0.0987165,0.32842398,0.10193506,0.08306743,0.38785702
2011-02-14,0.12418851,0.30811578,0.117405094,0.09019155,0.36009908
2011-02-17,0.1308763,0.32470837,0.123727575,0.14208747,0.27860028
2011-08-29,0.20366096,0.12757455,0.34989056,0.14591546,0.17295851
2011-09-01,0.2146167,0.13947447,0.36871257,0.09493356,0.18226264
2011-09-05,0.1904251,0.19528162,0.28819206,0.07990963,0.24619156
2011-09-08,0.25279894,0.20025218,0.2955275,0.08194359,0.16947779
2011-09-12,0.24180974,0.15694892,0.22957295,0.11149649,0.2601719
2011-09-15,0.24859509,0.1610766,0.30734697,0.110164,0.17281732
2011-09-19,0.43028572,0.16358961,0.12716153,0.064145915,0.21481718
2011-09-22,0.26300707,0.15172891,0.3170777,0.050725073,0.21746123
2011-09-26,0.20505361,0.15842392,0.28510013,0.070572436,0.2808499
2011-09-29,0.26809528,0.14641446,0.26229706,0.09279825,0.23039494
2011-10-03,0.26981768,0.15385006,0.25106272,0.093394436,0.23187512
2011-10-06,0.2582219,0.17814533,0.24027295,0.10156356,0.22179627
2011-10-10,0.27085385,0.17783208,0.17543899,0.14053923,0.23533586
2011-10-13,0.25211236,0.19284599,0.20381324,0.11214132,0.2390871
2011-10-17,0.2853491,0.19489735,0.19791377,0.08967316,0.23216663
2011-10-20,0.27274913,0.18629141,0.23333088,0.08571353,0.22191502
2011-10-24,0.27819517,0.21531145,0.14233789,0.089197256,0.27495825
2011-10-27,0.27963072,0.18681535,0.17511387,0.07783587,0.28060418
2011-10-31,0.3142813,0.17343761,0.16670284,0.08748094,0.2580973
2011-11-03,0.28447765,0.14422616,0.117577165,0.22918987,0.22452915
2011-11-07,0.23445438,0.16782925,0.13654962,0.20040716,0.2607596
2011-11-10,0.25869012,0.16601284,0.1915222,0.12583743,0.2579374
2011-11-14,0.3141758,0.16945554,0.13787284,0.10497461,0.27352118
2011-11-17,0.25477856,0.13864292,0.1480054,0.15633248,0.3022406
2011-11-21,0.24683502,0.15342262,0.23223293,0.0831533,0.28435615
2011-11-24,0.22422536,0.16571715,0.19263129,0.082984686,0.3344415
2011-11-28,0.251522,0.15282387,0.20512879,0.08210434,0.308421
2011-12-01,0.21758857,0.14746831,0.3082703,0.11525198,0.21142079
2011-12-05,0.187585,0.14168969,0.39590105,0.08826894,0.18655534
2011-12-08,0.28510845,0.1274261,0.35604656,0.07880542,0.15261345
2011-12-12,0.19557948,0.21077912,0.3252396,0.092255,0.17614679
