,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1981-01-05,-0.9562483660700443,1.4823930574569335,-0.7340592511245057,0.5802876136366861,0.9068099542451539,-0.39488573663923504,-0.3101696056379841,-0.6233883389267363,-0.7094669090010949,0.15293557591035878,-0.17569990836003688,0.2160522361579797,0.7383225441209534,-1.5337719147077322,-1.3928188328127868,0.36752448575388724,2.05818201643046,1.7374882550623139,-0.6599943316606445,0.6392731622730774
1981-01-08,-0.9750567856722475,1.4948971520976817,-0.7614599802708781,0.6023158487826982,0.9188106717722972,-0.4000732097535778,-0.3343999621625919,-0.6224357514925882,-0.6943569362214957,0.16803011797578218,-0.20796621078743513,0.24180185124666995,0.7681718607035471,-1.5384194715570092,-1.3965136035411698,0.3718401681910864,2.0603764198998844,1.7668707956655048,-0.6160258076227594,0.602622009208518
1981-01-12,-1.0023528070886083,1.5028179524387129,-0.7632040830832294,0.5988449357855401,0.9094138130691964,-0.42872052532951405,-0.3452216678406889,-0.6464471661433144,-0.5876595020098416,0.2385405345553566,-0.2466870544656594,0.23464182446604756,0.8421835169335018,-1.6095836236572076,-1.3834189492604134,0.23536896124508802,2.2074703053138314,1.7135899119947,-0.5137476719019037,0.5518989071662157
1981-01-15,-1.0022074505942464,1.497110466077471,-0.7422873317364462,0.61606074091272,0.8970194619433313,-0.43688652103682707,-0.3107906189411217,-0.6615931326828914,-0.5409743907320862,0.3080704929259513,-0.23949526626658219,0.22396882874984922,0.8606498703536131,-1.6661851730123494,-1.3879641777570912,0.15670214101470256,2.2759456849864974,1.6956616845531525,-0.4665247606114837,0.5082995850210409
1981-01-19,-0.9976913682931969,1.4977044460807902,-0.7792852020766075,0.6327786012947503,0.8863391030941471,-0.4629785965955901,-0.29549365213829626,-0.6763116443571554,-0.5180901437761429,0.37493986000126617,-0.21395359986024343,0.2503761597779002,0.8734504724275822,-1.6990851976223782,-1.4025810557338894,0.0676655864360214,2.286389802473989,1.6642675746618223,-0.37985836191463984,0.45683318651601024
1981-01-22,-0.9983017945570424,1.509868704350879,-0.8734014490275056,0.6194742010717702,0.8818102424196376,-0.48017480440472965,-0.32246779456904834,-0.6602455730372221,-0.5393629455018408,0.4021263948828229,-0.2132315148489928,0.2998799917089143,0.8946971366485492,-1.7099915808281554,-1.4184671475236847,-0.0007696391684185585,2.2683802466807497,1.5853190642725707,-0.2966154820259543,0.44031460917391674
1981-01-26,-0.974655516826052,1.4948088107939914,-0.805475868524521,0.674098651074189,0.8425112049841801,-0.4659401516782564,-0.385721115573637,-0.662905458070398,-0.5707545481830845,0.41287815750002077,-0.1891312604932736,0.3922416620561455,0.8827740043802754,-1.6797386348135392,-1.380770931022375,0.09644863332078638,2.1997562738541223,1.5456357250264627,-0.2743903078560512,0.47797313695631005
1981-01-29,-0.9627563907251607,1.454877343605126,-0.6499538384171083,0.7491284114727554,0.8055581124451319,-0.4585413887008832,-0.4385358497815911,-0.7262060735460646,-0.5814948677476891,0.3869952142953096,-0.16879837037287662,0.45337622808475003,0.8466340328062679,-1.6333534068645408,-1.336077972030971,0.25114014042091976,2.1577928910379693,1.5873310486383183,-0.35153780377015104,0.5348163334903709
1981-02-02,-0.9728820086606791,1.4378892106957657,-0.5854154385028753,0.8365996287722786,0.7900197922849215,-0.45407931566641063,-0.4273497805121013,-0.8142382789547106,-0.6702842350159477,0.3380061608058291,-0.19648666311819232,0.509707113136467,0.7903627337770105,-1.5959737487569314,-1.365460382817797,0.38894488840295016,2.11106907919236,1.7108341730538346,-0.45668410874502446,0.5896956068895961
1981-02-05,-0.9724334041031761,1.4207147881316176,-0.5664247393922446,0.8955956284147896,0.7831152645036654,-0.4492428086877004,-0.4120484695856522,-0.8446489416585421,-0.7244218176122387,0.3103260542665093,-0.1931732575308848,0.5570634147149911,0.7646681754502932,-1.5803226575641636,-1.4047250032821341,0.4658452290285556,2.0597341775699043,1.801329926671753,-0.5039729016334417,0.6281065445322794
1981-02-09,-0.9552081720226914,1.3982275376869024,-0.5539146159490692,0.9479647337564919,0.7877025422320124,-0.46320287864155285,-0.42298659389203863,-0.8984600331938855,-0.7138312539388032,0.29618460021160564,-0.1305800423965077,0.6677866805542111,0.7374383479260496,-1.5827485907902061,-1.4458853679556394,0.5192005856455789,1.980879667914395,1.788384771533865,-0.5187891366416246,0.740642696900082
1981-02-12,-0.9321614842007825,1.405787128573207,-0.5380502703864016,0.9982751955104205,0.7916194230044536,-0.46881925873727703,-0.4417803532001642,-0.9642718218156557,-0.6767694645725293,0.25266723153300163,-0.1097417258873758,0.7737642389097061,0.720972789951174,-1.5650665995917277,-1.4806177401004705,0.5792666909297236,1.8559682555458736,1.7341109440042157,-0.5217522423393331,0.9644271773436125
1981-02-16,-0.9225576937112135,1.398380661735418,-0.5341943923496673,1.0682360744274288,0.7848250433517178,-0.4668365560109157,-0.5154777430380068,-1.058130832157357,-0.6300868183743236,0.1304086382416487,-0.20368313520792652,0.9174928719903205,0.7502212884492818,-1.4936610150057208,-1.5382070922735382,0.719267998610092,1.502657435126539,1.616317079969562,-0.6289067224575099,1.5108759941339207
1981-02-19,-0.9393432530724847,1.4047969560526197,-0.590161660752598,1.0902455939612232,0.785890602473051,-0.4663858511259113,-0.5434126098625093,-1.1284958190298333,-0.5852865535336915,0.059669031675362895,-0.34791779101654935,1.0220192955287315,0.7938375062873523,-1.456949642508745,-1.580326941691178,0.764641409608426,1.2026362634413315,1.458029403872119,-0.74863783221686,1.9324677103983536
1981-02-23,-0.9550411325826456,1.4377888211252037,-0.6714212781229892,1.128773324353221,0.7848701141989541,-0.43017552119401786,-0.5635046185114856,-1.141033959293691,-0.5541628584808279,0.0492801707079141,-0.4729791781631817,1.1055995292295475,0.7812420647269943,-1.453497830072922,-1.6054828516139132,0.8373863177792895,0.8713275914433649,1.413822288929605,-0.8396357485211735,2.157675667220007
1981-02-26,-0.9374157865375429,1.4483337675346424,-0.7309743657150751,1.1764317311229975,0.787257891374573,-0.37280194846618664,-0.5717376737981765,-1.1138555629557199,-0.5893551871416366,0.04458501851374374,-0.484079031328339,1.107032456879655,0.7250701063667694,-1.466482068018918,-1.5866579319817804,0.9298698403513825,0.7406033306555206,1.5066697338628854,-0.8714940734336248,2.1295182788071227
1981-03-02,-0.9138920871522194,1.4630491410969584,-0.8554807886463891,1.1722845481456752,0.8289289541462098,-0.30608535856022817,-0.49919550817805775,-1.0926785224161244,-0.6524382434182331,0.028346089723946564,-0.5140385667885422,1.0927103175648034,0.697665345129102,-1.4800566198755212,-1.5191535433766523,0.9609586083023165,0.7551501686444823,1.5707151889574218,-0.9162533911483708,2.0697844746100134
1981-03-05,-0.9199893156377915,1.4771764780470595,-0.8229080500774947,1.1304959438216227,0.8212928688282827,-0.291602589556886,-0.42789786507509636,-1.1256063545626063,-0.6535811011050178,0.03159850749759411,-0.5954171460479273,1.072248033285934,0.7405477915872563,-1.5082077561568519,-1.44502777219955,0.9442648955958566,0.9128128455228549,1.5533051796986324,-0.9946824393075622,1.9887271301662475
1981-03-09,-0.9354732465034142,1.4855290303440738,-0.7254025425012612,1.055480144584163,0.7916071102992659,-0.26069914343258893,-0.35612206482679803,-1.1352613960097873,-0.6085349541692274,0.07708948902887734,-0.7396391953879305,0.9284516463188615,0.8459416366486741,-1.6441486866791852,-1.4667533682076608,0.6965600404960179,1.2154404729123678,1.4762478301313948,-1.039928841443015,1.8118412999245141
1981-03-12,-0.948277011038585,1.5205950008262807,-0.8379601088740376,0.969901963511938,0.8303784694331773,-0.22928162971351135,-0.2946811300213052,-1.0699009498563106,-0.5879962197805407,0.1493227018864252,-0.7789539661670557,0.8215692796109965,0.8830978851872705,-1.7932228552834424,-1.5381804478406675,0.3831949132805695,1.3798754222496952,1.4036688299348943,-0.9412352261317763,1.6768545702721755
1981-03-16,-0.9650626911011077,1.5993887014250263,-1.048633471042515,0.8316900397874842,0.8808999908419493,-0.2567252503995985,-0.27193177954817704,-0.9901365895002815,-0.5732805859140705,0.21241291857980488,-0.7132980891858263,0.7440040709070825,0.9174590059776365,-1.9267140331939983,-1.5075548922318902,0.07764044236889285,1.5762202329208261,1.3312278597237315,-0.7555273384040216,1.5190435181952764
1981-03-19,-0.9634970778955498,1.657053149329867,-1.1457640916615293,0.7158211626824933,0.865173669527992,-0.3173081954568116,-0.2614445093357582,-0.8884575319947773,-0.630405408396476,0.21929629546785553,-0.665953479600489,0.6675910778050962,0.98864449946227,-1.9458628867000798,-1.4044887520193459,-0.07467620089779087,1.7456181091246004,1.2514321593537265,-0.6926613804052112,1.4061321982163624
1981-03-23,-0.9474757744216135,1.6992605049114033,-1.228770380217201,0.6107633792691604,0.8132373587626607,-0.3629614781249172,-0.17950206259846951,-0.6847632650114591,-0.7455076773167572,0.169285538072135,-0.6667827148209402,0.6130116119790542,1.1243436487793819,-1.896145517538526,-1.3199117050229914,-0.21378179989241644,1.9097310186412675,1.1055742842992542,-0.7560941075626976,1.2288629181309294
